6.036635462015427,0
6.036635462015427,0
6.036635462015427,1
81.36304975799663,1
87.4128856271278,1
88.62702248563798,1
88.62702248563798,1
6.036635462015427,2
6.036635462015427,2
6.036635462015427,3
34.35647970058769,3
34.35647970058769,3
6.036635462015427,4
37.59964858749486,4
55.34839068040158,4
96.61790794563424,4
96.61790794563424,4
6.036635462015427,5
81.36304975799663,5
96.61790794563424,5
96.61790794563424,5
6.036635462015427,6
37.59964858749486,6
96.63247903907744,6
96.63247903907744,6
6.036635462015427,7
81.36304975799663,7
84.9934993454368,7
84.9934993454368,7
6.036635462015427,8
81.36304975799663,8
96.61790794563424,8
96.61790794563424,8
6.036635462015427,9
70.68626949572608,9
73.57830292425554,9
73.57830292425554,9
